,course,url,lat,lon
2177,Woodlands Club,missing,43.7392665,-70.2519824
2178,Ives Hill Country Club,missing,43.9659059,-75.92543599999999
2179,Waxahachie Country Club,missing,32.4087597,-96.8681711
2180,Blue Gold Course at Lindenwood Golf Club,http://www.lindenwoodgolf.com,40.2473895,-80.1330885
2181,North Course at Highlands Ridge,missing,27.5563109,-81.4303173
2182,Penn Terra Golf Course,missing,39.8416349,-84.512378
2183,Brook Graveyard Course at Bent Brook Golf Course,missing,33.3262904,-86.97308269999999
2184,Marina Lakes Country Club,missing,33.7548017,-116.3513759
2185,Wytheville Golf Course,missing,36.9439573,-81.1075651
2186,Tama-Toledo Country Club,missing,41.9696604,-92.5868136
2187,Planterra Ridge Golf Club,missing,33.3703108,-84.5843129
2188,Regulation Course at Borland Golf Center,missing,41.1314758,-80.3718821
2189,Brattleboro Country Club,http://www.brattleborogolf.com,42.8730796,-72.5788773
2190,Plantation at Ponte Vedra,missing,30.173461,-81.3759654
2191,McGregor Links Country Club,http://www.mcgregorlinks.com,43.13469300000001,-73.7523631
2192,Down River Golf Course,missing,40.0152988,-78.35606059999999
2193,Wild Horse Plains Golf Course,missing,47.5001097,-114.9214924
2194,Westwood Executive Golf Course,missing,49.3060853,-122.8057
2195,Country Oaks Golf Club,http://www.countryoaksgolf.com,38.6564425,-87.0720574
2196,Cross Creek Golf Course,missing,33.823519,-84.42580099999999
2197,Pomona Golf Course,missing,39.5194864,-74.5482155
2198,Pell City Country Club,missing,33.5620324,-86.2542375
2199,Packsaddle Country Club,missing,30.645968,-98.467209
2200,Ridgeline Executive Golf Course,missing,33.8062167,-117.7761844
2201,Executive Course at East Bay Golf Course,missing,40.2076944,-111.6511821
2202,Turtle Run Golf Club,missing,40.1749875,-87.6191881
2203,Hampton Golf Village,http://www.hamptongolfvillage.net,34.301726,-84.060013
2204,Arbor Links Golf Club,http://www.arborlinks.com,40.682077,-95.89272299999999
2205,Midlothian Country Club,missing,41.628716,-87.749578
2206,Happy Hollow Club,missing,41.2420695,-96.07442569999999
2207,Hearne Municipal Golf Course,missing,30.8848357,-96.5859667
2208,Riverside Golf & Country Club,missing,32.8074534,-97.05646469999999
2209,Carmi Country Club,missing,38.0759671,-88.2110095
2210,Plumb Point Course at Golf Courses At Aberdeen Proving Ground,missing,39.4632824,-76.1203982
2211,Willow Metropark Golf Course,http://www.metroparks.com/activities/golf.php,42.137509,-83.364916
2212,Viera East Golf Club,http://www.vieragolf.com,28.2769811,-80.72607339999999
2213,Sylvan Glen Municipal Golf Course,missing,42.6027565,-83.1301797
2214,Rattler and Roadrunner Course at Starr Pass Golf Club,http://www.starrpasstucson.com,32.2088561,-111.0370989
2215,North Course at Grand Blanc Golf Course,missing,42.9275277,-83.6299518
2216,Alvamar Orchards,missing,38.9572743,-95.27241640000001
2217,Bowbells Country Club,missing,48.8030833,-102.2460008
2218,Ponderosa Country Club,missing,33.9400098,-81.5448418
2219,East Course at Warren Valley Golf Course,missing,42.3425103,-83.29650699999999
2220,Hunters Creek Golf Course,missing,28.3593871,-81.41005229999999
2221,Turtle Creek Golf Club,missing,28.2919515,-80.7328003
2222,Sunny Croft Country Club,missing,39.2596668,-80.3872529
2223,Pine Burr Golf Course,missing,35.3649625,-78.810018
2224,Mountain Course at Ventana Canyon Golf Club,http://www.thelodgeatventanacanyon.com,32.3214999,-110.8454351
2225,Bloomfield Hills Country Club,missing,42.5829842,-83.2526937
2226,Twisted Dune Golf Club,http://www.twisteddune.com,39.3739818,-74.6267195
2227,Old South Country Club,missing,38.8173314,-76.653488
2228,Quarry Ridge Golf Club,missing,41.5920968,-72.5907141
2229,Currituck Club,missing,36.300551,-75.80648599999999
2230,Ratliff Ranch Golf Links,http://www.ratliffranchgolf.com,31.923829,-102.361039
2231,Mullen Golf Club,missing,42.0379593,-101.0664229
2232,Family Golf Center at Centennial Airport,missing,39.59299499999999,-104.852759
2233,Port Armor Country Club,missing,33.4681998,-83.2498797
2234,Settlers Hill Golf Course,missing,41.871546,-88.29236499999999
2235,Bear Hill Golf Club,missing,42.5008436,-71.0975665
2236,Eagle Lake Golf Club,missing,26.010473,-81.628793
2237,Regulation Course at Las Positas Golf Course,http://www.laspositasgolf.com,37.696913,-121.824449
2238,Windmill Brook Course at Bent Brook Golf Course,missing,33.3262904,-86.97308269999999
2239,River Creek Golf Course,missing,34.0552192,-98.48774309999999
2240,Riverview Golf Club,missing,42.98762749999999,-79.3833136
2241,Inland Course at April Sound Country Club,http://www.aprilsoundcountryclub.com,30.3719638,-95.6105697
2242,River Bank Golf Club,missing,42.461749,-83.59346599999999
2243,Northeast Harbor Golf Club,missing,44.3059847,-68.2996308
2244,Sycamore Hills Golf Club,http://www.sycamorehillsgolfclub.com,42.656245,-82.878149
2245,Pines 1 and 3 Course at Pines Golf Course,missing,39.0415649,-121.0663738
2246,Davis Park Golf Course,missing,41.02547,-111.9152784
2247,The North Course at Lakeview Hills Country Club & Resort,http://www.lakeviewhills.com,43.2669895,-82.5575389
2248,Cedar Creek Country Club,missing,32.3789053,-96.1666379
2249,Woodward Golf Club,missing,41.8458295,-93.9285613
2250,Lawrenceville School Golf Course,missing,40.2985868,-74.7247546
2251,Osage Country Club,missing,38.4872877,-91.8647609
2252,Owensboro Country Club,missing,37.738134,-87.10713179999999
2253,Wolverine Irish Course at Bedford Hills Golf Club,missing,41.73310980000001,-83.58300249999999
2254,Chace Lake Country Club,missing,33.370719,-86.80840099999999
2255,St. Ives Country Club,missing,34.0277582,-84.1819098
2256,Pine Valley Sports,missing,41.1422436,-81.5590098
2257,Quail Crossing Golf Club,missing,38.0323467,-87.3275067
2258,Bear Brook Golf Club,http://www.bearbrookgolf.com,41.0165647,-74.826123
2259,"Hideout Golf Club, LTD",missing,26.1854624,-81.665294
2260,Arcadian Shores Golf Club at Myrtle Beach Hilton,missing,33.7783982,-78.77561639999999
2261,Island West Golf Club,missing,32.2849518,-80.92031879999999
2262,Lakeland Hills Golf Course,missing,42.230353,-84.29327099999999
2263,Heartland Golf Park,missing,40.77085659999999,-73.2906891
2264,Mohansic Golf Course,missing,41.2720607,-73.81082
2265,Bear Valley Meadows Golf Club,missing,40.9033396,-74.280498
2266,South Course at Tiburon Golf Club,missing,26.247831,-81.764888
2267,Oxford Valley Golf Course,missing,40.1744947,-74.85836139999999
2268,Craig Wood Golf & Country Club,missing,44.2498168,-73.945965
2269,Heritage Country Club,missing,42.12770219999999,-72.0210242
2270,East North Course at Grand Cypress Resort,http://www.grandcypress.com,28.4057829,-81.52681249999999
2271,Quail Canyon Golf Course,missing,32.3135302,-110.9752974
2272,Osceola Golf Club Buenaventura Lakes,missing,28.3303712,-81.3570889
2273,Galway Golf Course,missing,43.0464666,-73.99367459999999
2274,Fore Lakes Golf Club,http://www.forelakes.com,40.669293,-111.9280846
2275,White Blue Course at Shenandoah Valley Golf Club,http://www.svgcgolf.com,38.9941359,-78.1310898
2276,Berkshire Country Club,http://www.lpccgolf.com,40.36293999999999,-75.9472407
2277,Inverness Country Club,missing,33.408357,-86.71707099999999
2278,Lake Course at Otsego Club,http://www.otsegoclub.com,45.0283692,-84.6547046
2279,Tradition Golf Club at Wallingford,http://www.traditionalclubs.com,41.4262453,-72.8153967
2280,Fairway Hills Golf Course,missing,39.2365828,-76.8459963
2281,Pineview Country Club,missing,39.5257523,-95.1825727
2282,San Jose Country Club,missing,37.385808,-121.8161746
2283,Spokane Country Club,missing,47.767131,-117.4403454
2284,Plainfield Country Club,missing,40.5944248,-74.38993789999999
2285,Red White Course at Highland Lakes Golf Course,missing,30.4260984,-98.002228
2286,True Blue Golf Club,http://www.truebluegolf.com,33.4432337,-79.14765179999999
2287,Niagara Orleans Country Club,missing,43.2068963,-78.5289967
2288,Valley Hills Golf Course,missing,41.6567973,-86.6292196
2289,Memphis Country Club,missing,35.1165113,-89.9607518
2290,Riverside Course at Green River Golf Club,http://www.greenrivergolf.com,33.8736402,-117.6725828
2291,Belgrade Lakes Golf Club,http://www.belgradelakesgolf.com,44.51818590000001,-69.8835134
2292,Red Blue Course at Brigadoon Golf Course,http://www.brigadoongolf.com,49.3089267,-124.2886305
2293,Pitman Golf Course,missing,39.7390394,-75.1547346
2294,Crystal Highlands,missing,45.0232426,-93.3680416
2295,Woodside Valley View Course at Weatherwax Golf Course,missing,41.3878312,-81.6045685
2296,Lyons Golf Course,missing,30.2902191,-97.7770208
2297,Iron Eagle Municipal Golf Course,missing,41.11116990000001,-100.7354627
2298,Indian Lakes Golf Course,missing,43.56046629999999,-116.2645726
2299,Coral Creek Golf Course,missing,26.8398426,-82.2657298
2300,Renwood Golf Course,http://www.renwoodgolf.com,42.371313,-88.06361400000002
2301,Lake Maloney Golf Course,missing,41.0316172,-100.785377
2302,Lake Nine Course at Lake Forest Yacht & Country Club,missing,30.6491942,-87.8963488
2303,Aurora City Golf Course,missing,39.7294319,-104.8319195
2304,Brookside Golf Course,missing,34.1701587,-118.1707844
2305,Belk Park Golf Course,http://www.belkpark.com,38.86398579999999,-90.04474560000001
2306,South Course at Boulders Golf Club & Resort,missing,33.8031848,-111.9263685
2307,Shining Mountain Golf Club,missing,39.0203082,-105.07037
2308,Evans Heights Golf Club,missing,32.1162773,-81.8964833
2309,Carbon Country Club,missing,39.645351,-110.862681
2310,Plandome Country Club,missing,40.8105696,-73.6970168
2311,Raspberry Falls Golf & Hunt Club,http://www.raspberryfalls.com,39.1609117,-77.5604184
2312,Regulation Course at Fargo Country Club,missing,46.8771863,-96.7898034
2313,Blue Red Course at Silver Wings Golf Course,missing,31.351896,-85.693231
2314,Emporium Country Club,http://www.emporiumcc.com,41.4376115,-78.1835179
2315,B Course at Seneca Golf Course,missing,38.2299979,-85.6732043
2316,Atlantic Country Club,missing,41.7972097,-70.59319049999999
2317,North Course at Granite Falls at Sun City,missing,33.5975393,-112.2718239
2318,Bay Meadows Golf Course,missing,44.7683901,-85.6793843
2319,Meadow Links & Golf Academy,missing,39.2748874,-84.5476888
2320,Pinecroft Golf Course,missing,44.625541,-86.073718
2321,Fountain Head Country Club,missing,39.676939,-77.7148521
2322,Severna Park Golf Center,missing,39.0458474,-76.51710779999999
2323,Dunroamin Country Club,missing,42.308727,-72.189508
2324,Mt Airys 18 Best Golf Course,missing,41.1132333,-75.32172179999999
2325,North South Course at Meriwether National Golf Club,missing,45.481243,-122.9464609
2326,South Course at BallenIsles Country Club,missing,26.8385721,-80.12554089999999
2327,Cedar Brooke Par 3 Golf Course,missing,39.037691,-94.39596
2328,Twisted Gun Golf Course,http://www.twistedgungolf.com,37.5976033,-81.9498649
2329,White Tail Blue Bird Course at Cheshire Hills Golf Course,missing,42.4337829,-85.9173273
2330,Western Hills Country Club,missing,39.12031500000001,-84.638497
2331,Pioneer Course at Golf Courses at Kenton County,http://www.kentoncounty.org/golfcourse.html,38.9460351,-84.5464786
2332,Nutters Crossing Golf Course,http://www.nutterscrossing.com,38.3236134,-75.5638783
2333,Rolling Hills Country Club,missing,38.4712767,-92.8117647
2334,One Two Course at Country Club at the Legends,missing,38.4971141,-90.6517124
2335,Bottineau Country Club,missing,48.8635489,-100.4139238
2336,Chevy Chase Golf Course,http://www.chevychasecountryclub.com,42.1578499,-87.91935289999999
2337,Rees Jones Course at Redstone Golf Club,http://www.redstonegolfclub.com,29.9234106,-95.26094649999999
2338,Par 3 Course at Riverbend Golf Complex,missing,47.38081,-122.262864
2339,Trillium Links & Lake Club,http://www.trilliumnc.com,35.14401,-83.139538
2340,Mesaba Country Club,missing,47.378998,-92.935656
2341,Dogwood Oak Tree Course at Middle Island Country Club,http://www.middleislandcc.com,40.859803,-72.930234
2342,Oakland Golf Club,missing,41.8330396,-96.473719
2343,Tuscany Golf Club,http://www.tuscanygolfclub.com,36.0793925,-114.9657771
2344,Preserve Course at Shadow Wood Country Club,http://www.shadowwoodpreserve.com,26.4091184,-81.789605
2345,Southglenn Country Club,missing,39.5892853,-104.9718954
2346,Club at Falcon Point,http://www.falconpoint.com,29.7701405,-95.7943815
2347,Monroe Golf & Country Club,missing,43.0963668,-77.4966365
2348,East Course at Oak Hill Country Club,missing,43.1128328,-77.53275909999999
2349,SilverHorn Golf Club of Texas,http://www.silverhorngolfclub.com,29.5733054,-98.5038944
2350,Duplin Country Club,missing,34.9944401,-78.00312699999999
2351,North Course at Maple Lane Golf Club,missing,42.538733,-83.00717829999999
2352,Pine Lakes Country Club,http://www.pinelakesgc.com,33.7338546,-78.8453239
2353,Augusta Golf Course,missing,33.5021365,-82.02262759999999
2354,Merlot Chardonnay Course at Poppy Ridge Golf Course,http://www.poppyridgegolf.com,37.6535347,-121.6824872
2355,Woodbine Bend Golf Course,http://www.woodbinebend.com,42.335618,-90.149136
2356,Steelwood,missing,30.7015849,-87.7297048
2357,Choctaw Creek Golf Course,missing,35.489593,-97.29597
2358,Gold White Course at Pine Forest Country Club,missing,29.8310015,-95.6750799
2359,Castlewood Golf Course,missing,44.7155114,-97.0216191
2360,Santa Barbara Golf Club,missing,34.43615,-119.738606
2361,Hialeah Course at Turf Valley Resort & Conference Center,http://www.turfvalley.com,39.2962942,-76.885216
2362,Willow Oaks Golf Course,missing,37.5374575,-77.5082351
2363,Twin Knolls Golf Course,missing,41.2977084,-96.09634539999999
2364,Windsor Gardens Golf Club,missing,39.7057562,-104.8820962
2365,Sunset Grove Country Club,missing,30.1120323,-93.76263390000001
2366,Grey Goose Golf Club,http://www.greygoosegolfclub.com,40.83281170000001,-84.9429834
2367,Copake Country Club,missing,42.152638,-73.602929
2368,Escalon Golf Course,missing,37.8086034,-120.9974601
2369,Red White Course at Lum International Golf Course,missing,42.4315835,-71.6472198
2370,Ivanhoe Course at Cottonwood at Rancho San Diego,http://www.cottonwoodgolf.com,32.7518515,-116.9158424
2371,Estancia Club,http://www.estanciaclub.com,33.737965,-111.8651998
2372,White Blue Course at Ramblewood Country Club,http://www.ramblewoodcc.com,39.9221478,-74.9348722
2373,Northwood Club,missing,32.93181750000001,-96.7926997
2374,St. Charles Country Club,missing,41.9411948,-88.301873
2375,Toka Sticks Golf Course,missing,33.3082551,-111.6842759
2376,Cat Tail Course at Whirlwind at Gila River Resort,http://www.whirlwindgolf.com,33.2696772,-111.9904014
2377,Holland Country Club,missing,42.7955649,-86.05777789999999
2378,Terra Greens Golf Course,missing,41.01485890000001,-75.1715845
2379,Cascade Golf Course,http://www.cascadegolfcourse.com,47.4711161,-121.7610857
2380,Meadow Woods Golf Club,missing,28.3174957,-81.60101039999999
2381,Andover Golf & Country Club,missing,37.6803412,-97.14776649999999
2382,La Contenta Golf Club,http://lacontentagolf.com/page/345-17317.htm,38.1702727,-120.8369172
2383,Bucks Run Golf Club,http://www.bucksrun.com,43.619301,-84.627342
2384,Windom Country Club,missing,43.890543,-95.1578488
2385,Hunting Creek Country Club,missing,38.344475,-85.60374
2386,Lakeview Golf Club,missing,36.8617212,-96.6714916
2387,Milham Park Municipal Golf Course,http://www.kalamazoogolf.org,42.248679,-85.5731534
2388,Fort Smith Country Club,missing,35.3525511,-94.3750208
2389,Tamaqua Golf Course,missing,41.3527254,-74.53225909999999
2390,North Course at Westfield Country Club,missing,41.024924,-81.925557
2391,Barker Lake Country Lodge & Golf Course,missing,45.9142071,-91.0242103
2392,Sunshine Eldorado Course at Omni Interlocken Golf Club,missing,39.92159849999999,-105.1332532
2393,Williamsburg Country Club,missing,37.2432856,-76.64240099999999
2394,North Branch Golf Course,missing,39.327542,-85.330381
2395,Broken Arrow Golf & Athletic Club,missing,41.5752636,-88.01478639999999
2396,San Saba Golf Club,missing,31.6551837,-98.9943165
2397,Carroll Valley Golf Resort,missing,39.758533,-77.37810999999999
2398,Diamond Back Golf Course,http://www.diamondback-golf.com,34.0533903,-78.8349009
2399,Mystery Hills Course at Mystery Hills Golf Club,missing,44.425663,-87.996178
2400,Prescott Golf & Country Club,missing,34.557203,-112.267462
2401,Orcas Island Country Golf Club,missing,48.6712668,-122.9258979
2402,Frog Rock Golf & Country Club,missing,39.6277923,-74.76328769999999
2403,Muscatine Municipal Golf Course,missing,41.4745981,-91.04024880000001
2404,Northern Challenge Golf Club,http://www.northernchallenge.com,33.6621824,-96.71456189999999
2405,Big Meadow Course at Black Butte Ranch,http://www.blackbutteranch.com,44.3752782,-121.661133
2406,Ancil Hoffman Golf Course,http://www.empiregolf.com/empire/ancilhoffman/default.asp,38.610771,-121.3101304
2407,Mayfield Golf & Country Club,missing,43.792651,-79.7891306
2408,Berkshire Hills Country Club,missing,42.4714132,-73.2281339
2409,South Course at Rancho Murieta Country Club,missing,38.4951821,-121.0888966
2410,Battle Island State Golf Course,missing,43.36140880000001,-76.43756200000001
2411,Harborside White Blue Course at Longboat Key Club & Resort,missing,27.3343326,-82.5894508
2412,Bayou Oaks Country Club,missing,30.171932,-93.42249299999999
2413,Port Malabar Country Club,missing,28.0246179,-80.634079
2414,Mount Airy Country Club,missing,36.522419,-80.611645
2415,Springwood Golf Club,missing,39.9356816,-76.6668768
2416,Back Creek Golf Club,http://www.backcreekgc.com,39.5007621,-75.7599355
2417,Country Hills Golf Course,missing,36.3479804,-86.5599065
2418,Ravines Inn & Golf Club,missing,34.3149664,-89.52829799999999
2419,Bluebonnet Course at Grapevine Municipal Golf Course,http://www.ci.grapevine.tx.us/depts/golf/default.asp,32.93667,-97.0780654
2420,WSU Public Golf Course,missing,46.7379942,-117.1420425
2421,Red River Golf Club,missing,35.584869,-92.445571
2422,Mount Pleasant Golf & Country Club,missing,39.3630536,-76.5762696
2423,Grand View Golf Course,missing,41.617159,-93.56079299999999
2424,Wee-Ma-Tuk Hills Country Club,missing,40.531973,-90.147643
2425,Castle Hays Course at Braemar Golf Course,http://www.ci.edina.mn.us/Pages/L3-20_BraemarGolfCourses.htm,44.8670882,-93.38293809999999
2426,Wasioto Winds at Pine Mountain State Resort Park,http://www.kystateparks.com,36.7405617,-83.69998559999999
2427,Ocean Palm Golf Course,missing,29.430114,-81.10619
2428,Northwestern Hills Golf Course,missing,31.7387431,-93.1147742
2429,Shaw Creek Golf Course,missing,40.5485192,-90.5011371
2430,Glendale Golf Course,http://www.slcgov.com/PublicServices/Golf/Glendale.htm,40.72659,-111.9358862
2431,Gold Course at Brigadoon Golf Course,http://www.brigadoongolf.com,49.3089267,-124.2886305
2432,Fort Ridgely State Park Golf Course,missing,44.447439,-94.72563
2433,Jimmie Austin University of Oklahoma Golf Course,missing,35.1919687,-97.42890349999999
2434,McMinnville Country Club,missing,35.6233503,-85.8631922
2435,ShadowBrooke Golf Course,http://www.shadowbrooke.com,44.9069212,-94.0568278
2436,Bramble Ridge Golf Course,http://www.brgolf.com,27.9909367,-81.9107791
2437,Becky Pierce Golf Course,missing,,
2438,Table Rock Golf Club,http://www.tablerock.com,40.2875957,-82.70565739999999
2439,Lake Lawn Resort,http://www.lakelawnresort.com,42.6246539,-88.5995956
2440,Koolau Golf Club,http://www.koolaugolfclub.com,21.3744597,-157.7937998
2441,Regulation Course at Country Club of Detroit,missing,42.4147241,-82.8940733
2442,Crooked Knee Golf Course,missing,41.1037059,-89.4557476
2443,Oakview Golf Club,missing,41.03726839999999,-80.0164621
2444,Club Course at Camelback Golf Club,http://www.camelbackgolf.com,33.5542226,-111.9340928
2445,Nakoma Golf Club,missing,43.0412658,-89.44007060000001
2446,South West Course at Pryor Creek Golf Club,missing,45.877831,-108.308282
2447,John C. Beasley Municipal Golf Course,missing,28.3976696,-97.77407769999999
2448,Peoria Ridge,missing,36.8663906,-94.80661339999999
2449,Echo Hills Golf Course,missing,40.1653384,-84.2752217
2450,Red Feather Blackbird Course at Indian Creek Golf Course,http://www.golfatindiancreek.com/html/home.cfm,45.6892572,-121.5373505
2451,Las Vegas National Golf Course,http://www.lasvegasnational.com,36.128773,-115.124888
2452,Rancho San Joaquin Golf Course,missing,33.666849,-117.8326081
2453,Diamond Ridge Course at Diamond Ridge Golf Course,http://www.baltimoregolfing.com/dridge/index.html,39.3306815,-76.77573079999999
2454,Middlecreek Golf Course,missing,39.928517,-79.219099
2455,Cabarrus Country Club,missing,35.3983319,-80.6310439
2456,White Birch Golf Course,missing,40.8105213,-76.0304111
2457,Country Club of Waterbury,missing,41.5408964,-73.0682478
2458,Turtle Hill Golf Course,missing,33.759278,-97.378491
2459,Cedar Aspen Course at McCall Golf Course,missing,44.9158036,-116.0834844
2460,Red Carpet Golf,missing,42.5161311,-92.31748379999999
2461,Blue Course at Penn State Golf Courses,missing,40.7879748,-77.8839687
2462,East Course at Laurel Oak Country Club,http://www.laureloak.com,27.3035029,-82.4158193
2463,Blandford Club,missing,42.1853839,-72.93085789999999
2464,Matthews Park Golf Course,missing,39.6762549,-87.4052949
2465,Zuni Mountain Golf Course,missing,35.1678111,-108.316736
2466,Greenbrier Country Club,missing,36.7667358,-76.2153661
2467,Country Club of Rochester,missing,43.1284868,-77.5351021
2468,Tavern Creek Course at Country Club of St. Albans,missing,38.5809379,-90.750423
2469,Harrison Hills Golf & Country Club,http://www.harrisonhills.com,40.286204,-87.24500100000002
2470,George W. Dunne National Golf Course,http://www.forestpreservegolf.com,41.59688269999999,-87.759112
2471,Pavilion Lakes Golf Club,missing,33.5386202,-111.8790393
2472,Potowomut Golf Club,missing,41.661441,-71.42706799999999
2473,Lake Zurich Golf Club,missing,42.2051357,-88.0992346
2474,Meadow Springs Golf Club,missing,-32.4972833,115.7514216
2475,Long Island National Golf Course,http://www.longislandnationalgc.com,40.9615149,-72.6461611
2476,Locust Hills Golf Course,missing,39.839609,-83.7400229
2477,Alpine Meadows Golf Course,missing,45.4363403,-117.2924551
2478,Fenner Hill,missing,41.4959778,-71.7225777
2479,San Francisco Golf Club,missing,37.7104524,-122.4764862
2480,East-West Course at Nemadji Golf Course,missing,46.673125,-92.07477399999999
2481,Ridges Golf & Country Club,missing,44.3514335,-89.7978715
2482,Raintree Golf Club,missing,38.2516525,-90.6024772
2483,Village Green Golf Club,missing,27.3023643,-82.499721
2484,Sudden Valley Golf & Country Club,missing,48.7133815,-122.3272291
2485,Jeremy Golf & Country Club,missing,40.7591733,-111.5734698
2486,Traditional Course at Breezy Point Golf Course,http://www.breezypt.com,46.5895343,-94.21465189999999
2487,Plantation Bottom Course at Valdosta Country Club,missing,30.8327022,-83.2784851
2488,Sakonnet Golf Club,missing,41.47055599999999,-71.1858869
2489,Midday Course at Centennial Acres,missing,42.74742579999999,-84.9566498
2490,Irish Hills Golf Course,missing,40.335539,-82.462897
2491,Cattails at Meadowview Golf Course,missing,36.5088059,-82.5633462
2492,Emerald Bay,http://www.emeraldbaygolfclub.com/main.htm,38.9542445,-120.110414
2493,18-Hole Course at River Bend Golf Club,http://www.riverbendok.com/index.htm,35.0654022,-97.90821419999999
2494,Cape Neddick Country Club,http://www.capeneddickgolf.com,43.2244791,-70.5877993
2495,South Course at Sierra Sands,missing,43.6684013,-86.4775434
2496,New Paw Paw Lake Golf Club,missing,42.1936657,-86.276859
2497,Charles T. Myers Public Golf Course,http://www.charlestmyersgolf.com,35.221756,-80.68746399999999
2498,Woodlands Golf Course,missing,38.9319041,-90.13398459999999
2499,Cougar Point Golf Club at Kiawah Island Resort,http://www.kiawahgolf.com,32.5919675,-80.12385549999999
2500,Red White Course at Panorama Country Club,missing,,
2501,Roselle Golf Club,missing,40.6447766,-74.26708339999999
2502,Menomonie Golf & Country Club,missing,44.898775,-91.9402549
2503,Desert Hills Golf Club,missing,31.8348824,-111.0093462
2504,Ekwanok Country Club,missing,43.1556311,-73.0634017
2505,Cascades Course at Homestead,http://www.thehomestead.com,37.9555794,-79.8674264
2506,Duke At Rancho Eldorado,http://www.thedukegolf.com,33.0757764,-112.0261108
2507,Anthony Golf Course,missing,37.172902,-98.055189
2508,Highlands Golfers Club,http://www.highlandsgolfersclub.net,37.3340898,-77.5300446
2509,Estate Golf Course,missing,26.7916296,-80.22023659999999
2510,Mount Charleston Alpine Resort Golf Club,missing,36.2571855,-115.6427949
2511,West Course at Maple Lane Golf Club,missing,42.538733,-83.00717829999999
2512,El Dorado Course at Quail Valley Country Club,missing,29.5721574,-95.5433542
2513,Cressmoor Country Club,missing,41.5475053,-87.2630764
2514,Poplar Grove Golf Club,http://www.poplargrovegolf.com,37.548854,-79.044338
2515,Cabinet View Country Club,missing,48.3705531,-115.5493676
2516,Quaboag Country Club,missing,42.1194425,-72.3118659
2517,Elgin Country Club,http://www.elgincc.com,42.03033790000001,-88.3465046
2518,Winter Pines Golf Course,missing,28.5850278,-81.3110315
2519,Monument Course at Boyne Mountain Resort,http://www.boynemountain.com/bm_sb_gc.htm,45.1585797,-84.97238940000001
2520,Heron Point Golf Club,http://www.heronpointgolfclub.com,32.1277459,-80.7903232
2521,Sugar Creek Canyon Golf Club,missing,35.442122,-98.362567
2522,Cliffs Valley,http://www.cliffsgolf.com,35.1336404,-82.45653089999999
2523,Quality Inn & Suites Golf Resort,missing,38.4219046,-96.2196484
2524,Nine Hole Course at Nancy Lopez Legacy Golf & Country Club,missing,28.972741,-82.0133309
2525,Bluffs Golf Course,missing,42.7789886,-96.9014131
2526,Childrens Course,missing,45.3758612,-122.6025985
2527,San Joaquin Country Club,http:///www.sanjoaquincc.co,36.850096,-119.851902
2528,Western Skies Golf Club,missing,33.3348721,-111.7630181
2529,Coos Country Club,http://www.scod.com/ccc,43.2948245,-124.1989487
2530,Wicomico Shores Golf Course,missing,38.3842189,-76.8410765
2531,Sands Lakes Course at Star Hill Golf & Country Club,missing,34.7020902,-77.0633462
2532,Sonora Golf Course,missing,30.5814412,-100.6482348
2533,Fullers Fairways,missing,39.9335706,-81.91413299999999
2534,Country Club of West Georgia,missing,33.5735465,-85.1028302
2535,Rock Island Arsenal Golf Club,missing,41.5211388,-90.54832390000001
2536,Sweet Water Creek Golf Club,missing,31.7197934,-82.3800907
2537,Blue Course at Cane Patch Par 3,missing,33.7410055,-78.8228013
2538,Canyon Hills Park Golf Course,missing,39.7151136,-111.8088678
2539,Whitney Oaks Golf Club,http://www.whitneyoaksgolf.com,38.82508199999999,-121.242384
2540,Sanborn Golf & Country Club,missing,43.1768419,-95.6651741
2541,Monte Vista Golf Club,missing,37.5833745,-106.1586821
2542,Kingsbury County Country Club,missing,44.380485,-97.5593868
2543,Greencastle Greens Golf Club,missing,39.814713,-77.74945900000002
2544,Windwood of Watertown,http://www.madisongolf.com,43.19944599999999,-88.676863
2545,Antelope Country Club,missing,42.0978089,-97.99146139999999
2546,Woodcrest Country Club,missing,39.8637028,-74.9865322
2547,South Course at La Costa Resort & Spa,http://www.lacosta.com,33.0923041,-117.2648503
2548,Heartwell Golf Course,missing,33.8311187,-118.1049478
2549,Mohawk Trails Golf Club,missing,41.002228,-80.442966
2550,Copper River Country Club,missing,36.9023079,-119.7422432
2551,Watermark Country,missing,42.9329733,-85.5343615
2552,Indian Hills Golf Course at Fairfield Bay,missing,35.6200014,-92.2487412
2553,Rocky Ridge Golf CLub,missing,44.369495,-73.1308289
2554,Francisco Grande Resort & Golf Club,http://www.franciscogrande.com,32.8804861,-111.8473788
2555,Lanier Golf Club,missing,34.1778754,-84.0196576
2556,Perry Park Country Club,http://www.perryparkcc.com,39.259747,-104.983978
2557,Eagle Woods Golf & Country Club,missing,41.9582114,-88.03944179999999
2558,Golf Learning Center at Village Green,missing,44.5509816,-88.0686992
2559,Futures Golf Club,missing,36.4317146,-88.3149404
2560,Swanhills,missing,42.3190731,-88.8884479
2561,Harbor City Municipal Golf Course,missing,28.0750813,-80.6313146
2562,The Nine Hole Course at Augusta National Golf Club,missing,33.5021365,-82.02262759999999
2563,Honey Creek Golf Club,missing,37.0517521,-93.71612549999999
2564,Essex Golf Course,missing,34.4709526,-92.9842061
2565,Executive Course at Lakes Golf Coursess at Sun City,missing,-25.3591317,27.1001128
