,course,url,lat,lon
8926,Guyan Golf & Country Club,missing,38.416626,-82.3329286
8927,Front Back Course at Elms,missing,,
8928,Cherokee Country Club,http://www.cherokee-park.com,33.9909584,-84.3632882
8929,West Course at Wright-Patterson Golf Club,missing,39.8137298,-84.05374479999999
8930,Walden Oaks Golf Course,missing,42.5726609,-76.208598
8931,Resort Course at Westin La Cantera Resort Golf Club,http://www.westinlacantera.com,29.5829699,-98.61972
8932,Sierra View Country Club,missing,38.7602755,-121.2889092
8933,Fairview Golf Club,missing,40.2855906,-76.4328074
8934,East West Course at Bunker Hills Golf Course,http://www.bunkerhillsgolf.com,45.2024832,-93.2885685
8935,Scarlet Course at Ohio State University Golf Course,missing,40.0318781,-83.0530678
8936,Fisher Park Golf Course,missing,46.58909209999999,-120.5606857
8937,Golden Sands Golf Course,missing,43.6912931,-86.46789720000001
8938,North West Course at Etowah Valley Country Club & Golf Lodge,http://www.etowahvalley.com,35.3232024,-82.6053865
8939,Senicas Oak Ridge Golf Club,missing,41.3526858,-89.03891279999999
8940,Holston Hills Country Club,missing,35.992567,-83.841538
8941,St. Croix National Golf Club,missing,45.0927402,-92.73467699999999
8942,Watkins Glen Golf Club,missing,42.3979835,-76.88876690000001
8943,Brownsburg Golf Club,missing,39.867996,-86.43299499999999
8944,Pine Glen Course at Singing Hills Country Club At Sycuan,http://www.singinghills.com,32.784501,-116.883605
8945,South Course at Bowling Green Country Club,missing,38.990847,-78.123808
8946,Oak View Country Club,missing,41.187441,-90.75620599999999
8947,Oregon City Golf Club,missing,45.315479,-122.548677
8948,Miromar Lakes Golf Club,missing,26.4735482,-81.7832495
8949,Rustic Meadows Camping & Golf,missing,36.9335178,-95.86121770000001
8950,Roman Country Club,missing,43.2531828,-75.5338263
8951,Lost Nation Golf Club,missing,41.9162407,-89.38013199999999
8952,Okatoma Golf Club,missing,31.6793999,-89.5983804
8953,Fessenden Golf Club,missing,47.657,-99.6215
8954,Blackmoor Golf Club,http://www.blackmoor.com,33.6043216,-79.07302899999999
8955,Tiara Rado Golf Course,missing,39.078133,-108.668786
8956,Maggie Valley Resort & Country Club,http://www.maggievalleyresort.com,35.5227002,-83.0481594
8957,The Glen Course at Tenison Park,http://www.tenisonpark.com,32.7955211,-96.7366526
8958,Tidewater Golf Club,http://www.tide-water.com/course.htm,33.8545559,-78.6265706
8959,Willowbrook Golf Course,missing,35.54435470000001,-86.00326749999999
8960,Ambassador Course at Hickory Valley Golf Club,http://www.hickoryvalley.com,40.323616,-75.5744304
8961,Regulation Course at Iron Horse Golf Course,missing,32.8360111,-97.2544125
8962,Stockbridge Golf Club,missing,42.2821043,-73.3217773
8963,Governors Club,http://www.thegovernorsclub.com,35.8461876,-79.0394068
8964,West Course at Bonaventure Country Club,http://www.golfbonaventure.com,26.120713,-80.370521
8965,Flossmoor Country Club,missing,41.5352225,-87.6728583
8966,Shamrock Hills Golf Course,missing,38.8629547,-94.3735945
8967,Front Royal Country Club,missing,38.9588134,-78.1835179
8968,Golden Hawk Golf Club,missing,42.746178,-82.71059
8969,Squaw Creek Country Club,missing,41.2229014,-80.6628642
8970,Piney Run Golf Course,missing,39.8896948,-79.0507286
8971,Westminster Country Club,missing,42.5412057,-71.9285659
8972,Ocean Course at Half Moon Bay Golf Links,http://www.halfmoonbaygolf.com,37.434881,-122.440194
8973,Nine Hole Course at Churchville Golf Course,missing,43.1135788,-77.8981318
8974,Sistersville Country Club,missing,39.5545835,-81.0109688
8975,Highlands Course at Canadian Lakes Country Club,missing,43.6013402,-85.32072989999999
8976,Sports Center Golf Complex,missing,37.0699798,-88.7190842
8977,Lake Henry Course at Lake Henry Golf Club,missing,28.0962034,-81.682542
8978,West Course at Cypress Tree Golf Course,missing,32.3883866,-86.34975999999999
8979,Lagoons Course at Plantation Inn & Golf Resort,missing,30.5554329,-81.4439173
8980,Red White Course at Pebble Creek Golf Club,http://www.pebblecreekgolf.com,40.2885452,-74.16965909999999
8981,Deer Trace Golf Links,missing,38.3746687,-94.7242284
8982,Crow River Country Club,missing,44.9032805,-94.400004
8983,Glen Eagle at Bretonne Park,missing,26.1414319,-81.730555
8984,Signal Mountain Golf & Country Club,missing,35.1301228,-85.34164659999999
8985,Walk In The Park Course at Emerald Woods Golf Courses,missing,41.3263366,-81.88733429999999
8986,Chester River Yacht & Country Club,missing,39.1900066,-76.07381459999999
8987,Nashboro Golf Club,http://www.nashborogolf.com,36.088224,-86.64213199999999
8988,Marlin Dolphin Course at Miccosukee Golf & Country Club,missing,25.706982,-80.427697
8989,Cedars on Bergstrom Golf Course,missing,,
8990,McCulloughs Emerald Golf Links,http://www.mcculloughsgolf.com,39.3601406,-74.6157461
8991,Lake Wissota Golf,missing,44.9853078,-91.3498106
8992,Tates Creek Golf Course,http://www.lfucg.com/ParksRec/Golf/Index.asp,37.985778,-84.473967
8993,Buckeye Hills Country Club,missing,39.382383,-83.4517123
8994,Bass River Golf Course,missing,41.6730117,-70.1787832
8995,Diamond Run Golf Club,http://www.diamond-run.com,40.557592,-80.1028322
8996,Lebanon Valley Golf Course,missing,40.401914,-76.29355
8997,McHenry Country Club,missing,42.340791,-88.259875
8998,Reidy Creek Golf Course,http://www.jcgolf.com/reidy.htm,33.16604900000001,-117.090604
8999,Petersham Country Club,missing,42.56273849999999,-72.21860149999999
9000,Woodbine Golf Course,missing,36.214925,-95.917307
9001,Dobson Ranch Golf Course,missing,33.3744869,-111.8782127
9002,Ajemians Liverpool Golf & Public Country Club,missing,43.1199052,-76.20633
9003,Hyatt Hills Golf Course,http://www.hyatthills.com,40.6337958,-74.3094863
9004,Harvester Golf Club,http://www.harvestergolf.com,41.8768954,-93.210984
9005,St. Johnsbury Country Club,http://www.stjohnsburycountryclub.com,44.49168,-72.0066681
9006,North Course at Pheasant Run Golf Club,http://leisure.canton-mi.org/pheasantrungolf/index.asp,42.295347,-83.4985484
9007,Spring Hills Golf Club,missing,40.96108479999999,-81.630438
9008,Royal Golf Club,missing,44.9746749,-92.8690565
9009,Country Club of Pittsfield,missing,42.4266335,-73.25894
9010,Bottom Bellemeade Course at Valdosta Country Club,missing,30.8327022,-83.2784851
9011,Shewami Country Club,missing,40.7625945,-87.6366168
9012,Florida Caverns Golf Course,missing,30.8130444,-85.2318014
9013,Fon du Lac Golf Course,missing,40.6569069,-89.5666943
9014,Corry Country Club,missing,41.9414038,-79.62143569999999
9015,Cherry Valley Club,missing,40.7174457,-73.6457904
9016,North Course at Woodmont Country Club,missing,39.0647721,-77.14017299999999
9017,Orange Blue Course at Mountain Manor Inn & Golf Club,missing,41.039735,-75.1187406
9018,Brandy Brook Golf Course,missing,43.0065636,-88.35451619999999
9019,Finley Golf Club,missing,35.8969988,-79.0220922
9020,Coolridge Golf Course,missing,40.7744762,-82.4921961
9021,Yampa Valley Golf Club,missing,40.4970131,-107.5213453
9022,East Course at Six-S Golf Course,missing,42.3007597,-78.0704715
9023,East South Course at Athens Country Club,missing,33.9778111,-83.41171349999999
9024,Indian Hill Golf Club,missing,42.0921721,-87.72825309999999
9025,Southwinds Golf Course,http://www.southwindsgolfcourse.com,26.3872181,-80.1916911
9026,Hawk Osprey Course at Spring Lake Golf Resort,http://www.springlakegolf.com,27.441508,-81.31681329999999
9027,Sara Bay Country Club,missing,27.4155478,-82.56744479999999
9028,South Winn Golf & Country Club,missing,43.1891106,-91.9087026
9029,Rhode Island Country Club,missing,41.728206,-71.329461
9030,Turtleback Golf Course,missing,45.49322249999999,-91.77398629999999
9031,Deer Track Golf Club,missing,40.297726,-86.632212
9032,Los Lagos Golf Course,http://www.playloslagos.com,37.3011213,-121.827929
9033,Diamondhead Golf Club,http://www.diamondheadcommunity.com/Golf%20At%20Diamondhead.htm,34.4373892,-92.949074
9034,Lakeview Course at Detroit Country Club,missing,42.331427,-83.0457538
9035,Hidden Harbour,missing,26.2214531,-80.2742164
9036,Franklin County Country Club,missing,38.50185159999999,-91.0394189
9037,Sebastopol Golf Course,missing,38.4345008,-122.8451028
9038,Championship Course at East Bay Golf Course,missing,40.2076944,-111.6511821
9039,Island View Golf Club,missing,44.8631658,-93.7550443
9040,SouthRidge Golf Club,missing,40.5055515,-105.0555969
9041,Jackrabbit Wolf Corner Course at Hearthstone Country Club,http://www.hearthstoneclub.com,29.8887937,-95.63076249999999
9042,Canajoharie Country Club,missing,42.8644286,-74.6174857
9043,Conway Golf & Country Club,missing,35.063656,-92.5180417
9044,Sea Aire Park Golf Course,missing,33.8209583,-118.3663524
9045,Trouts Run Treasure Island Course at Cedar Valley Golf Course,missing,43.9768812,-91.528902
9046,Talega Golf Club,missing,33.463153,-117.5961415
9047,East Lake Hills Resort,missing,35.6129745,-94.9492375
9048,Forest Lake Course at Stratton Mountain Country Club,http://www.stratton.com,43.1134212,-72.90813539999999
9049,Gilroy Golf Course,missing,37.0137718,-121.6200843
9050,1 Course at Ponkapoag Golf Club,missing,42.1925095,-71.1116883
9051,Shadow Pines Golf Club,http://www.234golf.com,43.14770439999999,-77.4881025
9052,Blue Red Course at Lake Park Golf Club,missing,33.0704128,-97.0108372
9053,Dalhart Country Club,missing,36.0444019,-102.5608537
9054,White Beeches Golf & Country Club,missing,40.9574421,-74.00034959999999
9055,Vintners Golf Course,missing,38.3956789,-122.3584066
9056,Timber Trail Course at Port Ludlow Resort,http://www.portludlowresort.com/golf/index.html,47.9253693,-122.6834914
9057,Rondout Country Club,missing,41.7977529,-74.2306342
9058,May River Golf Club at Palmetto Bluff,http://www.palmettobluffresort.com,32.2108677,-80.8857008
9059,Arabia Golf Club,missing,34.9512903,-79.1227315
9060,Derryfield Country Club,missing,42.9932818,-71.4335487
9061,Tamer Win Golf & Country Club,missing,41.299756,-80.730819
9062,Emerald River Golf Course,missing,35.1237922,-114.6024414
9063,Sierra Golf Course,missing,34.7414,-118.026
9064,South West Course at Tanglewood - The Lion,missing,42.3523427,-73.3110257
9065,TPC at Sugarloaf,missing,33.9966467,-84.1113206
9066,River Oaks Country Club,missing,29.75294,-95.426559
9067,Meadowbrook Farms Golf Club,http://www.meadowbrookfarms.com,29.712337,-95.79217299999999
9068,Sigourney Golf & Country Club,missing,41.3422243,-92.2143273
9069,Golf Club at Indigo Run,missing,32.2004255,-80.7451478
9070,Evanston Golf Club,missing,42.03919399999999,-87.73871
9071,Sweetwater Country Club,missing,29.5685173,-95.61150839999999
9072,Green Valley Greens Golf Course,missing,34.231807,-84.830675
9073,Brays Island Plantation Golf Club,missing,32.5775669,-80.8122606
9074,Oakwood Golf Course,missing,42.8612668,-87.9633511
9075,Diablo Country Club,missing,37.8358198,-121.9587488
9076,Alhambra Municipal Golf Course,missing,34.0895506,-118.1129994
9077,Scott County Park & Golf,missing,41.7130332,-90.5281162
9078,Leake Country Club,missing,32.7485711,-89.52599289999999
9079,Arcadia Hills Golf Course,missing,43.0802833,-83.1957118
9080,Falling Waters Country Club,missing,,
9081,Meadow Lake Acres Country Club,missing,38.7056402,-92.09326689999999
9082,Coleman Country Club,missing,31.7704256,-99.454505
9083,Front Nine Back Nine Course at Southern Hills Country Club,missing,36.0700901,-95.9454585
9084,Los Altos Golf & Country Club,missing,35.0846841,-106.5381982
9085,Cypress Creek Golfers Club,missing,36.9603689,-76.62727199999999
9086,Hudson Mills Metro Park,http://www.metroparks.com/activities/golf.php,42.3832111,-83.90782349999999
9087,Windward Heights Country Club,missing,37.9180989,-86.8128385
9088,Donalsonville Country Club,missing,30.97006,-84.8785917
9089,Tartan Pines Golf Club,http://www.tartanpines.com,31.3154455,-85.8801048
9090,Dell Urich Course at Randolph Golf Complex,http://www.tucsoncitygolf.com,32.212474,-110.9097515
9091,Foster Golf Links,missing,47.4812114,-122.2651917
9092,Tall Chief Golf Course,missing,47.5955032,-121.9392756
9093,Eagle Pointe Golf Club,http://www.eaglepointeonline.com,29.8743859,-94.8634491
9094,West Bay Golf Club,http://www.westbayclub.com,26.4199386,-81.8289537
9095,Hueston Woods Golf Course,missing,39.5603852,-84.7521191
9096,Resort Course at Camelback Golf Club,http://www.camelbackgolf.com,33.5542226,-111.9340928
9097,Goldendale Golf Club,missing,45.8414406,-120.8309121
9098,Beauregard Country Club,missing,30.8363235,-93.3230179
9099,Old Hickory Golf Course,missing,38.7550177,-77.6511075
9100,Blue Course at Town & Country RV Resort & Golf Club,missing,40.7985572,-77.8886914
9101,Legacy Course at Reunion Resort & Club of Orlando,http://www.reunionresort.com,28.270635,-81.5886452
9102,Broken Spoke Country Club,missing,32.7683241,-115.5466436
9103,Terravita Golf Club,missing,33.7941395,-111.9333617
9104,Medalist at Avalon,http://www.avalongolf.com,35.862034,-84.255455
9105,River Middle Course at Woodbridge Golf & Country Club,missing,38.1623605,-121.305093
9106,Willow Wood Country Club,missing,37.641481,-80.8035149
9107,Glen Garden Golf & Country Club,missing,32.7020116,-97.2865813
9108,Woodcrest Golf Club,missing,43.023819,-75.8975324
9109,Deep Springs Country Club,http://www.deepspringscc.com,36.411984,-79.884748
9110,Cedar Point Club,missing,36.8980161,-76.48476430000001
9111,Okeene Golf Club,missing,36.1126306,-98.3099234
9112,Treasure Hills Country Club,missing,26.1825349,-97.64740669999999
9113,Tanyard Country Club,missing,38.0165023,-77.9976618
9114,Bethel Inn & Country Club,http://www.bethelinn.com,44.40261539999999,-70.7904082
9115,Tualatin Country Club,missing,45.3927791,-122.7692277
9116,Bay Colony Golf Club,missing,26.2665914,-81.7989704
9117,Red Gold Course at Valley Brook Country Club,http://www.valleybrookcc.com,40.2998492,-80.1328454
9118,Hartington Golf Club,missing,42.6268597,-97.27497439999999
9119,Bloomingdale Golf Course,missing,27.8774397,-82.258613
9120,Par 3 Course at Ben Hawes State Park,missing,37.7952399,-87.1834378
9121,Westhaven Golf Course,missing,44.0035916,-88.5943874
9122,Raven Golf Club Course at Sandestin Resort,http://www.sandestin.com,30.3850066,-86.3180453
9123,Executive Nine Course at Bethlehem Golf Course,missing,40.6429675,-75.38627939999999
9124,Cameron Park Country Club,missing,38.6620538,-120.9811246
9125,Bill & Payne Stewart Municipal Golf Course,missing,36.1685662,-95.61977809999999
9126,Blue  Red Course at Ives Grove Golf Links,missing,42.726354,-87.95821
9127,South Course at East Lake Woodlands Golf & Country Club,missing,28.0609745,-82.6947946
9128,North & East Course at Legends of Massillon,http://www.thelegends.com,37.09024,-95.712891
9129,Broken Arrow Golf Course,http://www.brokenarrowgolf.com,36.0877472,-95.76758559999999
9130,Country Club Of The North,missing,39.6942619,-84.0216725
9131,Tournament Players Club of Boston,http://www.thetpcofboston.com,41.98250789999999,-71.22333119999999
9132,Oakwing Golf Club,missing,31.3192872,-92.5275233
9133,Fremont Hills Country Club,missing,37.0659718,-93.25396250000001
9134,Nissequogue Golf Course,missing,40.904876,-73.187997
9135,Cimarron National Course at Cimarron National Golf Club,missing,35.8735527,-97.4878469
9136,Razorback Park Golf Course,missing,36.102509,-94.19532699999999
9137,La Playa Country Club,missing,26.2807539,-81.7785787
9138,Maplehurst Country Club,missing,42.068119,-79.345328
9139,Meadow Course at Olde Oaks Golf Club,http://www.oldeoaksgolf.com,32.4392348,-93.5756541
9140,Mendota Heights Par 3 Golf Course,missing,44.8948411,-93.1193746
9141,Lake North Course at Mountain Gate Country Club,http://www.mtngatecc.com,34.1082991,-118.4878258
9142,Cambridge Country Club,missing,39.979746,-81.562219
9143,Wyncote Golf Club,http://www.wyncote.com,39.8141152,-75.9710432
9144,North Course at Cherokee Town & Country Club,missing,36.3177976,-91.5525746
9145,California Country Club,missing,34.0398056,-118.0134796
9146,North Course at Oakland Hills Country Club,missing,42.544872,-83.27702699999999
9147,Eagles & Birdies Family Golf Complex,missing,37.2516523,-95.7237794
9148,South Course at Romeo Golf Course & Country Club,missing,42.7963934,-83.0900348
9149,Triad Golf Center,missing,35.9952748,-79.738169
9150,Wildhawk Golf Club,http://www.wildhawkgolf.com,38.4776962,-121.3149297
9151,The Schoolmaster Course at The Shoals Golf Club,http://www.rtjgolf.com,34.7448112,-87.66752919999999
9152,Vesper Hills Golf Club,missing,42.844444,-76.218895
9153,Brookwood Country Club,http://www.brookwoodcountryclub.com,32.214554,-90.265199
9154,Park Golf Course,missing,36.082485,-95.92063200000001
9155,Odessa Golf Club & RV Park,missing,39.41544469999999,-75.6407169
9156,El Macero Country Club,missing,38.543873,-121.6833229
9157,Gettysburg Country Club,missing,45.0170604,-99.94869609999999
9158,Pointe Golf Club,http://www.thepointegolfclub.com,36.11672799999999,-75.81848
9159,Flint River Municipal Golf Course,missing,31.6076289,-84.09760109999999
9160,Badlands Golf Course,missing,44.980003,-92.596137
9161,White Red Course at Beckett Golf Club,missing,39.715572,-75.327286
9162,International Links,missing,25.7911747,-80.2567177
9163,Links at Olivers Landing,missing,,
9164,Newark Valley Golf Club,missing,42.0917503,-76.0812322
9165,Mill & School Course at Chicopee Woods Golf Course,http://www.chicopeewoodsgolfcourse.com,37.0301138,-95.61760350000002
9166,Hillside Valleyside Course at Valley Hill Country Club,missing,34.6569066,-86.5444855
9167,Palatka Golf Club,missing,29.6309254,-81.6487563
9168,Stoneridge Golf Course,http://www.stoneridgeidaho.com,34.5676549,-112.3416004
9169,Palms Course at Rotonda Golf & Country Club,http://www.rotondagolf.com,26.9000191,-82.2902995
9170,Executive Course at Drumm Farm Golf Course,http://www.drummfarmgolfclub.com,39.06085849999999,-94.3979286
9171,Orange Course at Ford Hill Country Club,missing,42.316275,-75.983833
9172,Marion Country Club,missing,38.3483493,-97.017245
9173,Rolling Road Golf Club,missing,39.2590657,-76.7233258
9174,Supreme Golf,missing,32.9225642,-96.8177984
9175,South Course at Carmel Country Club,http://www.carmelcountryclub.org,35.1049331,-80.8246716
9176,Rockport Country Club,missing,28.054217,-97.05165199999999
9177,Redbud Crabapple Course at Roanoke Country Club,missing,37.2709704,-79.9414266
9178,Lincoln Trail Country Club,missing,37.802888,-85.990934
9179,Lake of the Woods Golf Course,missing,38.9681293,-92.2370686
9180,Indian Springs Golf Course,http://www.indianspringsgolf.com,33.7154446,-116.2702292
9181,Eagle Haven Golf Course,missing,36.9190266,-76.15494559999999
9182,Marriotts Griffin Gate Golf Club,http://www.marriotthotels.com/dpp/PropertyPage.asp?MarshaCode=LEXKY,38.0931909,-84.48502739999999
9183,Heritage Hill Country Club,missing,37.9919362,-70.9520023
9184,Summergreen Golf Course,missing,42.8581718,-85.8635649
9185,Compass Pointe Golf Courses,http://www.compasspointegolf.com,39.138712,-76.4948
9186,Ko Olina Golf Club,missing,21.339662,-158.1194954
9187,Tazewell County Country Club,missing,37.1065612,-81.6249473
9188,Richland Greens Golf Center,missing,40.2819522,-78.8729417
9189,Glen Echo Country Club,missing,38.701043,-90.30094299999999
9190,Hideaway Hills Golf Club,missing,40.888406,-75.495781
9191,Concord Crest Golf Course,missing,42.5518344,-78.651428
9192,Wedgewood Pines Country Club,http://www.wedgewoodpines.com,42.444151,-71.535983
9193,Coronado Country Club,missing,31.851016,-106.514958
9194,Longview Golf Course,missing,38.21249880000001,-84.65968219999999
9195,Sportsmans Golf Course,missing,42.1368209,-87.8670106
9196,Reynolds Golf Course,missing,36.0872599,-80.2065653
9197,Country Club of York,missing,39.9276045,-76.7453712
9198,Dretzka Golf Course,missing,43.1683167,-88.0563997
9199,Vermilion Country Club,missing,41.4055386,-82.409145
9200,Button Hole Golf & Learning Center,http://www.buttonhole.org,41.825604,-71.46467
9201,Challenger Course at Blue Hill Country Club,http://www.bluehillcc.com,42.189459,-71.13711599999999
9202,Baymeadows Golf Club,missing,43.3372907,-73.6503923
9203,Boulder Ridge Golf Club,missing,37.2336321,-121.8570256
9204,White Blue Course at Mascoutin Golf Club,missing,43.9454104,-88.9632006
9205,Rancho Maria Golf Club,http://www.centralcoast.com/ranchomariagolf,34.8704643,-120.4832169
9206,Addison Golf Course,missing,41.94260149999999,-88.0098592
9207,Ingleside Resort & Country Club,missing,38.1875517,-79.0336026
9208,Lake Mills Golf Club,http://www.lakemillsgolfclub.com,43.0688159,-88.90888269999999
9209,Charles River Country Club,missing,42.3040323,-71.1960517
9210,Alamance Country Club,missing,36.0910009,-79.48856959999999
9211,Melrose Golf Course,missing,29.87572,-95.37852389999999
9212,Verona Hills Golf Course,missing,43.8061818,-82.8931856
9213,Silverhorn Golf Club,missing,29.5733054,-98.5038944
9214,Correctionville Golf Club,missing,42.484566,-95.7780485
9215,Crestmont Country Club,missing,40.8112034,-74.2719541
9216,South Course at NCR Country Club,missing,39.6714513,-84.1982332
9217,Links at Continental Ranch Golf Club,missing,32.3789557,-111.1250285
9218,University of Maryland Golf Course,http://www.terpgolf.umd.edu,38.9869183,-76.9425543
9219,Holly Hill Country Club,missing,33.3072109,-80.3906846
9220,Green Mountain Golf Course,missing,43.6974738,-72.8274192
9221,Hidden Lakes Golf Resort,http://www.hiddenlakesgolf.com,38.128595,-92.718113
9222,Clearwater Golf Park,missing,27.934406,-82.72237799999999
9223,Hatch Bend Country Club,missing,28.5871564,-96.70171739999999
9224,Bear Trace at Ross Creek Landing,http://www.beartrace.com/rosscreek/,35.3833798,-87.9739366
9225,Vinita Golf & Tennis Club,missing,36.6564059,-95.1609793
9226,Lakes  River Course at Cocoa Beach Country Club,http://www.golfcocoabeach.com,28.312497,-80.63537500000001
9227,Rolling Acres Golf Course,missing,38.460211,-97.65603999999999
9228,Miami Golf & Country Club,missing,25.869039,-80.17586
9229,Standard Country Club,missing,38.293229,-85.597668
9230,Backbone Golf & Country Club,missing,42.6416147,-91.56029459999999
9231,Brackenridge Heights Country Club,missing,40.627177,-79.73078699999999
9232,Lakes Course at Wildcat Golf Club,http://www.wildcatgolfclub.com,29.6511719,-95.4200185
9233,Phillip J. Rotella Municipal Golf Course,missing,41.1273375,-74.0984648
9234,Chantilly National Golf & Country Club,missing,38.8650911,-77.4653265
9235,Beaver Lake Golf & Country Club,missing,40.61171299999999,-80.297067
9236,Tripoli Country Club,missing,43.152402,-87.97032279999999
9237,Camaloch Golf Club,missing,48.2228566,-122.4752032
9238,Reedy Creek Golf Course,missing,35.4915174,-78.5118628
9239,Oyster Harbors Club,missing,41.620809,-70.417812
9240,Weston Lakes Country Club,missing,29.683205,-95.935878
9241,Glendale Course at Glenview Municipal Golf Course,missing,40.72659,-111.9358862
9242,Lakeview Golf & Country Club,missing,39.6664632,-79.8538528
9243,Forest Park Municipal Golf Course,missing,41.4867684,-87.0748043
9244,Monmouth Country Club,missing,40.9065336,-90.6243234
9245,Grande Valley Golf Course,missing,32.7689667,-111.6118079
9246,Cedar Oak Lodge & Golf Course,missing,36.5346018,-93.2738155
9247,Bartow Golf Course,missing,27.8954946,-81.8202008
9248,Springside Par 3 Golf Course,missing,40.2627628,-76.1121874
9249,Cherrywood Golf Club,missing,41.7587152,-83.6602825
9250,Tamiment Resort & Conference Center,missing,41.1497751,-75.0222727
9251,Walter Sellers Memorial Country Club,missing,,
9252,Middlebrook Country Club,missing,41.788355,-71.24009699999999
9253,Hawk Eagle Course at Pine Knob Golf Course,missing,42.738298,-83.37487899999999
9254,Scotland Course at Magnolia Creek Golf Links,http://www.magnoliacreekgolf.com,56.49067119999999,-4.2026458
9255,Blue Blue Course at Rockleigh Golf Course,missing,41.002776,-73.93662599999999
9256,Old Ranch Country Club,missing,33.7760936,-118.0652618
9257,Ranch Course at Tonto Verde Golf Club,http://www.rioverdeaz.com,33.7329769,-111.6772721
9258,Executive Course at Hog Neck Golf Course,http://www.hogneck.com,38.827666,-76.042411
9259,Topeka Country Club,missing,39.0199599,-95.6928997
9260,Fonner View Golf Course,missing,40.9001051,-98.32302329999999
9261,Sundown Golf & Country Club,missing,42.3908396,-75.4638307
9262,Orchard Lake Country Club,missing,42.5855054,-83.3832777
9263,Skungamaug River Golf Course,missing,41.8260359,-72.3482666
9264,Thornridge Golf Course,missing,40.7662574,-97.0599276
9265,Kanawha Country Club,missing,38.3194473,-81.6921541
9266,Rustic Golf & Country Club,missing,39.749072,-86.066992
9267,Sunset Landing Golf Course,missing,34.6564194,-86.7743856
9268,Mallard Golf Club,missing,45.139771,-85.171589
9269,Meadow Links Golf Course,missing,39.2748874,-84.5476888
9270,Silver Creek Golf Course,http://www.silvercreekgc.com,35.691122,-81.793267
9271,Pine City Country Club,missing,45.805948,-92.980846
9272,Timber Ridge Golf Course,missing,44.075724,-77.69960999999999
9273,Nine Hole Course at Governors Club,missing,35.9849417,-86.7312068
9274,Woods Course at Cherry Creek Golf Links,http://www.cherrycreeklinks.com,40.964279,-72.6813343
9275,A-1 Golf Center,missing,32.9204333,-96.4262938
9276,Tri City Golf Course,missing,44.36850090000001,-89.84284369999999
9277,Links at Sunset Ridge,http://www.links-at-sunset-ridge.com,42.982049,-76.316352
9278,Gateway Golf Club,missing,42.2665742,-83.36312749999999
9279,Pineview Course at Hot Springs Golf & Country Club,missing,34.4732274,-93.0440184
9280,Coyote Golf Club,http://www.coyotegolfclub.com,42.4975715,-83.6123957
9281,Kitsap Golf & Country Club,missing,47.58987150000001,-122.7018565
9282,Chief Golf Course,http://www.golfthechief.com,44.958548,-85.1888306
9283,Dogwood Course at Country Club of North Carolina,missing,35.1676785,-79.4385441
9284,Par 3 Course at Aguila Golf Course,http://www.ci.phoenix.az.us/SPORTS/aguila.html,33.3699773,-112.1398355
9285,Dorlon Golf Club,missing,41.289351,-81.9549717
9286,Long Marsh Golf Club,missing,26.8872076,-82.2592561
9287,Oak Knoll Golf Course,missing,44.93678550000001,-123.1589881
9288,Magnolia Course at Landings Club,http://www.thelandings.com/magnolia.htm,31.9349065,-81.0498011
9289,Executive Course at Seven Springs Country Club,missing,28.2109588,-82.6586835
9290,Orange Tree Golf Club,missing,33.5878416,-111.9592221
9291,Wolverine Course at Wolverine,missing,35.3879916,-119.0903485
9292,Creekside Course at Bonita Bay Club,missing,26.3522004,-81.8136528
9293,Lakeway Golf Course,missing,30.3472377,-97.9872147
9294,Paradise Valley Golf & Country Club,http://www.paradisevalleygolf.com,38.2964703,-122.0242747
9295,American Legion Golf Course,missing,42.032097,-92.92512599999999
9296,River Course at Hampton Cove Golf Course,missing,34.65856960000001,-86.4667161
9297,Simpson County Country Club,missing,31.9003323,-89.792637
9298,Par 3 Course at Oakgreen Golf Course,missing,43.80995,-88.5022007
9299,Par 3 Course at Cyprian Keyes Golf Club,http://www.cypriankeyes.com,42.334767,-71.726975
9300,A B Course at Cleveland Heights Golf & Country Club,missing,28.010109,-81.9456424
9301,Aquarina Country Club,missing,27.922791,-80.4845824
9302,Cobblestone Golf Course,http://www.cobblestonegc.com,35.7013538,-95.3640846
9303,Pine Bayhead Course at Countryside Country Club,http://www.countrysideclub.com/,28.0304753,-82.7240103
9304,Indian Creek Golf Club,missing,32.9988384,-96.93223259999999
9305,Ramsey Golf Club,missing,41.05074,-74.132865
9306,Skyline Golf & Country Club,missing,44.3009241,-90.8636152
9307,Ken-Loch Golf Links,missing,41.666601,-87.9860791
9308,Shell Landing Golf Club,http://www.shelllanding.com,30.386558,-88.67773799999999
9309,Schifferdecker Golf Course,missing,37.0861411,-94.5521897
9310,Great Waters Course at Reynolds Plantation,http://www.reynoldsplantation.com/great_waters.htm,33.394047,-83.23380399999999
9311,Executive South Family Golf Center,missing,43.04593999999999,-77.615433
9312,Piedmont Canyon Club,missing,37.180561,-90.6826115
9313,Hiawatha Golf Club,missing,43.3015805,-96.55975939999999
9314,Blackford Country Club,missing,40.449911,-85.3864
9315,Elmira Country Club,missing,42.082442,-76.8487658
9316,Pinewood Country Club,missing,35.62155,-79.821913
9317,East Course at Imperial Golf Club,missing,26.294496,-81.777242
9318,Carlowden Country Club,missing,43.8961013,-75.596029
9319,Estes Park Golf Course,http://www.estesvalleyrecreation.com,40.3619506,-105.4983685
9320,Hickory Hills Golf Club,missing,39.8792361,-83.2334879
